replica,input_solution,output_xlsx,log_file,returncode,status,elapsed_seconds
1,/Users/beatrizorchard/Desktop/Capstone/CapstoneG15/Analisis Sensibilidad/resultados_interdia/S7_duracion_110/solution_interday_S7_duracion_110-1.xlsx,/Users/beatrizorchard/Desktop/Capstone/CapstoneG15/Analisis Sensibilidad/resultados_intradia/S7_duracion_110/solution_intradia-1.xlsx,/Users/beatrizorchard/Desktop/Capstone/CapstoneG15/Analisis Sensibilidad/resultados_intradia/S7_duracion_110/log_intradia-1.txt,0,OK,1383.67
