dia,ocupacion_modulos,capacidad_ordinaria_K,capacidad_extra_K_ext,capacidad_total,modulos_extra_usados,holgura_yt,n_sesiones,pct_ocupacion,pct_ocupacion_total
1,16.0,720,120,840,0.0,0.0,1,2.2,1.9
2,61.0,720,120,840,0.0,0.0,4,8.5,7.3
3,56.0,720,120,840,0.0,0.0,3,7.8,6.7
4,57.0,720,120,840,0.0,0.0,3,7.9,6.8
5,155.0,720,120,840,0.0,0.0,11,21.5,18.5
6,100.0,720,120,840,0.0,0.0,6,13.9,11.9
7,69.0,720,120,840,0.0,0.0,5,9.6,8.2
8,102.0,720,120,840,0.0,0.0,7,14.2,12.1
9,62.0,720,120,840,0.0,0.0,4,8.6,7.4
10,84.0,720,120,840,0.0,0.0,6,11.7,10.0
11,67.0,720,120,840,0.0,0.0,4,9.3,8.0
12,60.0,720,120,840,0.0,0.0,4,8.3,7.1
13,98.0,720,120,840,0.0,0.0,5,13.6,11.7
14,138.0,720,120,840,0.0,0.0,8,19.2,16.4
15,104.0,720,120,840,0.0,0.0,6,14.4,12.4
16,87.0,720,120,840,0.0,0.0,7,12.1,10.4
17,95.0,720,120,840,0.0,0.0,6,13.2,11.3
18,92.0,720,120,840,0.0,0.0,6,12.8,11.0
19,173.0,720,120,840,0.0,0.0,11,24.0,20.6
20,72.0,720,120,840,0.0,0.0,5,10.0,8.6
21,80.0,720,120,840,0.0,0.0,5,11.1,9.5
22,117.0,720,120,840,0.0,0.0,8,16.2,13.9
23,170.0,720,120,840,0.0,0.0,11,23.6,20.2
24,133.0,720,120,840,0.0,0.0,8,18.5,15.8
25,124.0,720,120,840,0.0,0.0,7,17.2,14.8
26,236.0,720,120,840,0.0,0.0,15,32.8,28.1
27,163.0,720,120,840,0.0,0.0,10,22.6,19.4
28,115.0,720,120,840,0.0,0.0,8,16.0,13.7
29,140.0,720,120,840,0.0,0.0,9,19.4,16.7
30,178.0,720,120,840,0.0,0.0,12,24.7,21.2
31,173.0,720,120,840,0.0,0.0,12,24.0,20.6
32,150.0,720,120,840,0.0,0.0,9,20.8,17.9
33,201.0,720,120,840,0.0,0.0,13,27.9,23.9
34,159.0,720,120,840,0.0,0.0,9,22.1,18.9
35,248.0,720,120,840,0.0,0.0,15,34.4,29.5
36,221.0,720,120,840,0.0,0.0,14,30.7,26.3
37,201.0,720,120,840,0.0,0.0,14,27.9,23.9
38,275.0,720,120,840,0.0,0.0,17,38.2,32.7
39,200.0,720,120,840,0.0,0.0,13,27.8,23.8
40,265.0,720,120,840,0.0,0.0,17,36.8,31.5
41,134.0,720,120,840,0.0,0.0,9,18.6,16.0
42,118.0,720,120,840,0.0,0.0,8,16.4,14.0
43,154.0,720,120,840,0.0,0.0,10,21.4,18.3
