dia,ocupacion_modulos,capacidad_ordinaria_K,capacidad_extra_K_ext,capacidad_total,modulos_extra_usados,holgura_yt,n_sesiones,pct_ocupacion,pct_ocupacion_total
1,81.0,720,120,840,0.0,0.0,5,11.2,9.6
2,61.0,720,120,840,0.0,0.0,4,8.5,7.3
3,79.0,720,120,840,0.0,0.0,5,11.0,9.4
4,47.0,720,120,840,0.0,0.0,3,6.5,5.6
5,69.0,720,120,840,0.0,0.0,5,9.6,8.2
6,44.0,720,120,840,0.0,0.0,3,6.1,5.2
7,48.0,720,120,840,0.0,0.0,3,6.7,5.7
8,63.0,720,120,840,0.0,0.0,4,8.8,7.5
9,88.0,720,120,840,0.0,0.0,6,12.2,10.5
10,147.0,720,120,840,0.0,0.0,9,20.4,17.5
11,32.0,720,120,840,0.0,0.0,2,4.4,3.8
12,15.0,720,120,840,0.0,0.0,1,2.1,1.8
13,78.0,720,120,840,0.0,0.0,5,10.8,9.3
14,76.0,720,120,840,0.0,0.0,4,10.6,9.0
15,143.0,720,120,840,0.0,0.0,9,19.9,17.0
16,78.0,720,120,840,0.0,0.0,5,10.8,9.3
17,79.0,720,120,840,0.0,0.0,5,11.0,9.4
18,100.0,720,120,840,0.0,0.0,7,13.9,11.9
19,103.0,720,120,840,0.0,0.0,7,14.3,12.3
20,96.0,720,120,840,0.0,0.0,5,13.3,11.4
21,62.0,720,120,840,0.0,0.0,4,8.6,7.4
22,147.0,720,120,840,0.0,0.0,9,20.4,17.5
23,171.0,720,120,840,0.0,0.0,11,23.8,20.4
24,173.0,720,120,840,0.0,0.0,11,24.0,20.6
25,47.0,720,120,840,0.0,0.0,3,6.5,5.6
26,115.0,720,120,840,0.0,0.0,8,16.0,13.7
27,163.0,720,120,840,0.0,0.0,11,22.6,19.4
28,127.0,720,120,840,0.0,0.0,8,17.6,15.1
29,147.0,720,120,840,0.0,0.0,10,20.4,17.5
30,118.0,720,120,840,0.0,0.0,8,16.4,14.0
31,169.0,720,120,840,0.0,0.0,11,23.5,20.1
32,152.0,720,120,840,0.0,0.0,9,21.1,18.1
33,149.0,720,120,840,0.0,0.0,10,20.7,17.7
34,139.0,720,120,840,0.0,0.0,9,19.3,16.5
35,124.0,720,120,840,0.0,0.0,7,17.2,14.8
36,157.0,720,120,840,0.0,0.0,10,21.8,18.7
37,174.0,720,120,840,0.0,0.0,11,24.2,20.7
38,217.0,720,120,840,0.0,0.0,14,30.1,25.8
39,169.0,720,120,840,0.0,0.0,11,23.5,20.1
40,103.0,720,120,840,0.0,0.0,7,14.3,12.3
41,194.0,720,120,840,0.0,0.0,11,26.9,23.1
42,146.0,720,120,840,0.0,0.0,10,20.3,17.4
43,219.0,720,120,840,0.0,0.0,14,30.4,26.1
44,219.0,720,120,840,0.0,0.0,13,30.4,26.1
45,224.0,720,120,840,0.0,0.0,14,31.1,26.7
46,141.0,720,120,840,0.0,0.0,9,19.6,16.8
47,252.0,720,120,840,0.0,0.0,16,35.0,30.0
48,282.0,720,120,840,0.0,0.0,18,39.2,33.6
49,143.0,720,120,840,0.0,0.0,9,19.9,17.0
50,157.0,720,120,840,0.0,0.0,11,21.8,18.7
51,234.0,720,120,840,0.0,0.0,15,32.5,27.9
52,315.0,720,120,840,0.0,0.0,21,43.8,37.5
53,149.0,720,120,840,0.0,0.0,9,20.7,17.7
54,187.0,720,120,840,0.0,0.0,13,26.0,22.3
55,232.0,720,120,840,0.0,0.0,15,32.2,27.6
56,314.0,720,120,840,0.0,0.0,19,43.6,37.4
57,273.0,720,120,840,0.0,0.0,18,37.9,32.5
58,182.0,720,120,840,0.0,0.0,11,25.3,21.7
59,338.0,720,120,840,0.0,0.0,22,46.9,40.2
60,314.0,720,120,840,0.0,0.0,19,43.6,37.4
61,243.0,720,120,840,0.0,0.0,16,33.8,28.9
62,258.0,720,120,840,0.0,0.0,15,35.8,30.7
63,164.0,720,120,840,0.0,0.0,11,22.8,19.5
64,227.0,720,120,840,0.0,0.0,15,31.5,27.0
65,361.0,720,120,840,0.0,0.0,22,50.1,43.0
66,360.0,720,120,840,0.0,0.0,23,50.0,42.9
67,225.0,720,120,840,0.0,0.0,15,31.2,26.8
68,299.0,720,120,840,0.0,0.0,19,41.5,35.6
69,359.0,720,120,840,0.0,0.0,23,49.9,42.7
70,249.0,720,120,840,0.0,0.0,17,34.6,29.6
71,253.0,720,120,840,0.0,0.0,17,35.1,30.1
72,201.0,720,120,840,0.0,0.0,13,27.9,23.9
73,410.0,720,120,840,0.0,0.0,27,56.9,48.8
74,309.0,720,120,840,0.0,0.0,18,42.9,36.8
75,312.0,720,120,840,0.0,0.0,21,43.3,37.1
76,336.0,720,120,840,0.0,0.0,21,46.7,40.0
77,282.0,720,120,840,0.0,0.0,16,39.2,33.6
78,309.0,720,120,840,0.0,0.0,21,42.9,36.8
79,390.0,720,120,840,0.0,0.0,24,54.2,46.4
80,535.0,720,120,840,0.0,0.0,35,74.3,63.7
81,397.0,720,120,840,0.0,0.0,25,55.1,47.3
82,202.0,720,120,840,0.0,0.0,14,28.1,24.0
83,325.0,720,120,840,0.0,0.0,19,45.1,38.7
84,287.0,720,120,840,0.0,0.0,20,39.9,34.2
85,317.0,720,120,840,0.0,0.0,20,44.0,37.7
86,346.0,720,120,840,0.0,0.0,21,48.1,41.2
87,437.0,720,120,840,0.0,0.0,28,60.7,52.0
88,354.0,720,120,840,0.0,0.0,23,49.2,42.1
89,524.0,720,120,840,0.0,0.0,33,72.8,62.4
90,451.0,720,120,840,0.0,0.0,30,62.6,53.7
91,250.0,720,120,840,0.0,0.0,17,34.7,29.8
92,271.0,720,120,840,0.0,0.0,19,37.6,32.3
93,399.0,720,120,840,0.0,0.0,26,55.4,47.5
94,491.0,720,120,840,0.0,0.0,32,68.2,58.5
95,447.0,720,120,840,0.0,0.0,28,62.1,53.2
96,280.0,720,120,840,0.0,0.0,19,38.9,33.3
97,336.0,720,120,840,0.0,0.0,22,46.7,40.0
98,400.0,720,120,840,0.0,0.0,25,55.6,47.6
