dia,ocupacion_modulos,capacidad_ordinaria_K,capacidad_extra_K_ext,capacidad_total,modulos_extra_usados,holgura_yt,n_sesiones,pct_ocupacion,pct_ocupacion_total
1,109.0,720,120,840,0.0,0.0,7,15.1,13.0
2,190.0,720,120,840,0.0,0.0,12,26.4,22.6
3,39.0,720,120,840,0.0,0.0,3,5.4,4.6
4,91.0,720,120,840,0.0,0.0,6,12.6,10.8
5,118.0,720,120,840,0.0,0.0,8,16.4,14.0
6,46.0,720,120,840,0.0,0.0,3,6.4,5.5
7,92.0,720,120,840,0.0,0.0,6,12.8,11.0
8,84.0,720,120,840,0.0,0.0,6,11.7,10.0
9,102.0,720,120,840,0.0,0.0,6,14.2,12.1
10,63.0,720,120,840,0.0,0.0,4,8.8,7.5
11,43.0,720,120,840,0.0,0.0,3,6.0,5.1
12,87.0,720,120,840,0.0,0.0,6,12.1,10.4
13,26.0,720,120,840,0.0,0.0,2,3.6,3.1
14,60.0,720,120,840,0.0,0.0,4,8.3,7.1
15,73.0,720,120,840,0.0,0.0,4,10.1,8.7
16,183.0,720,120,840,0.0,0.0,11,25.4,21.8
17,73.0,720,120,840,0.0,0.0,4,10.1,8.7
18,96.0,720,120,840,0.0,0.0,6,13.3,11.4
19,122.0,720,120,840,0.0,0.0,8,16.9,14.5
20,108.0,720,120,840,0.0,0.0,7,15.0,12.9
21,41.0,720,120,840,0.0,0.0,2,5.7,4.9
22,236.0,720,120,840,0.0,0.0,14,32.8,28.1
23,170.0,720,120,840,0.0,0.0,11,23.6,20.2
24,164.0,720,120,840,0.0,0.0,11,22.8,19.5
25,129.0,720,120,840,0.0,0.0,9,17.9,15.4
26,166.0,720,120,840,0.0,0.0,11,23.1,19.8
27,171.0,720,120,840,0.0,0.0,12,23.8,20.4
28,260.0,720,120,840,0.0,0.0,16,36.1,31.0
29,154.0,720,120,840,0.0,0.0,11,21.4,18.3
30,276.0,720,120,840,0.0,0.0,17,38.3,32.9
31,167.0,720,120,840,0.0,0.0,11,23.2,19.9
32,138.0,720,120,840,0.0,0.0,9,19.2,16.4
33,206.0,720,120,840,0.0,0.0,14,28.6,24.5
34,238.0,720,120,840,0.0,0.0,15,33.1,28.3
35,178.0,720,120,840,0.0,0.0,11,24.7,21.2
36,229.0,720,120,840,0.0,0.0,14,31.8,27.3
37,212.0,720,120,840,0.0,0.0,12,29.4,25.2
38,190.0,720,120,840,0.0,0.0,12,26.4,22.6
39,124.0,720,120,840,0.0,0.0,8,17.2,14.8
40,137.0,720,120,840,0.0,0.0,9,19.0,16.3
41,158.0,720,120,840,0.0,0.0,11,21.9,18.8
42,183.0,720,120,840,0.0,0.0,11,25.4,21.8
43,319.0,720,120,840,0.0,0.0,20,44.3,38.0
44,314.0,720,120,840,0.0,0.0,20,43.6,37.4
45,268.0,720,120,840,0.0,0.0,17,37.2,31.9
46,235.0,720,120,840,0.0,0.0,16,32.6,28.0
47,284.0,720,120,840,0.0,0.0,19,39.4,33.8
48,343.0,720,120,840,0.0,0.0,23,47.6,40.8
49,356.0,720,120,840,0.0,0.0,22,49.4,42.4
50,285.0,720,120,840,0.0,0.0,19,39.6,33.9
51,282.0,720,120,840,0.0,0.0,18,39.2,33.6
52,229.0,720,120,840,0.0,0.0,16,31.8,27.3
53,138.0,720,120,840,0.0,0.0,9,19.2,16.4
54,209.0,720,120,840,0.0,0.0,14,29.0,24.9
55,214.0,720,120,840,0.0,0.0,14,29.7,25.5
56,343.0,720,120,840,0.0,0.0,21,47.6,40.8
57,227.0,720,120,840,0.0,0.0,14,31.5,27.0
58,456.0,720,120,840,0.0,0.0,28,63.3,54.3
59,241.0,720,120,840,0.0,0.0,14,33.5,28.7
60,239.0,720,120,840,0.0,0.0,15,33.2,28.5
61,303.0,720,120,840,0.0,0.0,18,42.1,36.1
62,336.0,720,120,840,0.0,0.0,22,46.7,40.0
63,254.0,720,120,840,0.0,0.0,15,35.3,30.2
64,453.0,720,120,840,0.0,0.0,29,62.9,53.9
65,303.0,720,120,840,0.0,0.0,20,42.1,36.1
66,352.0,720,120,840,0.0,0.0,24,48.9,41.9
67,279.0,720,120,840,0.0,0.0,18,38.8,33.2
68,289.0,720,120,840,0.0,0.0,20,40.1,34.4
69,302.0,720,120,840,0.0,0.0,21,41.9,36.0
