dia,ocupacion_modulos,capacidad_ordinaria_K,capacidad_extra_K_ext,capacidad_total,modulos_extra_usados,holgura_yt,n_sesiones,pct_ocupacion,pct_ocupacion_total
1,40.0,720,120,840,0.0,0.0,3,5.6,4.8
2,25.0,720,120,840,0.0,0.0,1,3.5,3.0
3,64.0,720,120,840,0.0,0.0,4,8.9,7.6
4,82.0,720,120,840,0.0,0.0,5,11.4,9.8
5,28.0,720,120,840,0.0,0.0,2,3.9,3.3
6,48.0,720,120,840,0.0,0.0,3,6.7,5.7
7,29.0,720,120,840,0.0,0.0,2,4.0,3.5
8,82.0,720,120,840,0.0,0.0,4,11.4,9.8
9,77.0,720,120,840,0.0,0.0,5,10.7,9.2
10,62.0,720,120,840,0.0,0.0,4,8.6,7.4
11,43.0,720,120,840,0.0,0.0,3,6.0,5.1
12,112.0,720,120,840,0.0,0.0,6,15.6,13.3
13,155.0,720,120,840,0.0,0.0,9,21.5,18.5
14,92.0,720,120,840,0.0,0.0,6,12.8,11.0
15,88.0,720,120,840,0.0,0.0,6,12.2,10.5
16,90.0,720,120,840,0.0,0.0,6,12.5,10.7
17,139.0,720,120,840,0.0,0.0,9,19.3,16.5
18,149.0,720,120,840,0.0,0.0,9,20.7,17.7
19,101.0,720,120,840,0.0,0.0,6,14.0,12.0
20,132.0,720,120,840,0.0,0.0,8,18.3,15.7
21,88.0,720,120,840,0.0,0.0,5,12.2,10.5
22,90.0,720,120,840,0.0,0.0,6,12.5,10.7
23,120.0,720,120,840,0.0,0.0,7,16.7,14.3
24,119.0,720,120,840,0.0,0.0,7,16.5,14.2
25,105.0,720,120,840,0.0,0.0,6,14.6,12.5
26,144.0,720,120,840,0.0,0.0,10,20.0,17.1
27,112.0,720,120,840,0.0,0.0,7,15.6,13.3
28,197.0,720,120,840,0.0,0.0,12,27.4,23.5
29,134.0,720,120,840,0.0,0.0,8,18.6,16.0
30,204.0,720,120,840,0.0,0.0,13,28.3,24.3
31,178.0,720,120,840,0.0,0.0,11,24.7,21.2
32,218.0,720,120,840,0.0,0.0,14,30.3,26.0
33,184.0,720,120,840,0.0,0.0,10,25.6,21.9
34,297.0,720,120,840,0.0,0.0,17,41.2,35.4
35,123.0,720,120,840,0.0,0.0,8,17.1,14.6
36,196.0,720,120,840,0.0,0.0,12,27.2,23.3
37,209.0,720,120,840,0.0,0.0,13,29.0,24.9
38,165.0,720,120,840,0.0,0.0,11,22.9,19.6
39,262.0,720,120,840,0.0,0.0,15,36.4,31.2
40,221.0,720,120,840,0.0,0.0,14,30.7,26.3
