dia,ocupacion_modulos,capacidad_ordinaria_K,capacidad_extra_K_ext,capacidad_total,modulos_extra_usados,holgura_yt,n_sesiones,pct_ocupacion,pct_ocupacion_total
1,63.0,720,120,840,0.0,0.0,4,8.8,7.5
2,44.0,720,120,840,0.0,0.0,3,6.1,5.2
3,38.0,720,120,840,0.0,0.0,3,5.3,4.5
4,16.0,720,120,840,0.0,0.0,1,2.2,1.9
5,16.0,720,120,840,0.0,0.0,1,2.2,1.9
6,47.0,720,120,840,0.0,0.0,3,6.5,5.6
7,0.0,720,120,840,0.0,0.0,0,0.0,0.0
8,95.0,720,120,840,0.0,0.0,5,13.2,11.3
9,57.0,720,120,840,0.0,0.0,3,7.9,6.8
10,46.0,720,120,840,0.0,0.0,3,6.4,5.5
11,111.0,720,120,840,0.0,0.0,7,15.4,13.2
12,50.0,720,120,840,0.0,0.0,4,6.9,6.0
13,14.0,720,120,840,0.0,0.0,1,1.9,1.7
14,95.0,720,120,840,0.0,0.0,6,13.2,11.3
15,109.0,720,120,840,0.0,0.0,7,15.1,13.0
16,47.0,720,120,840,0.0,0.0,3,6.5,5.6
17,91.0,720,120,840,0.0,0.0,6,12.6,10.8
18,139.0,720,120,840,0.0,0.0,8,19.3,16.5
19,127.0,720,120,840,0.0,0.0,7,17.6,15.1
20,78.0,720,120,840,0.0,0.0,5,10.8,9.3
21,95.0,720,120,840,0.0,0.0,6,13.2,11.3
22,111.0,720,120,840,0.0,0.0,7,15.4,13.2
23,84.0,720,120,840,0.0,0.0,6,11.7,10.0
24,134.0,720,120,840,0.0,0.0,10,18.6,16.0
25,174.0,720,120,840,0.0,0.0,11,24.2,20.7
26,102.0,720,120,840,0.0,0.0,7,14.2,12.1
27,61.0,720,120,840,0.0,0.0,4,8.5,7.3
28,131.0,720,120,840,0.0,0.0,8,18.2,15.6
29,189.0,720,120,840,0.0,0.0,11,26.2,22.5
30,103.0,720,120,840,0.0,0.0,6,14.3,12.3
31,78.0,720,120,840,0.0,0.0,5,10.8,9.3
32,150.0,720,120,840,0.0,0.0,10,20.8,17.9
33,143.0,720,120,840,0.0,0.0,9,19.9,17.0
34,114.0,720,120,840,0.0,0.0,7,15.8,13.6
35,247.0,720,120,840,0.0,0.0,15,34.3,29.4
36,93.0,720,120,840,0.0,0.0,6,12.9,11.1
37,149.0,720,120,840,0.0,0.0,10,20.7,17.7
38,261.0,720,120,840,0.0,0.0,17,36.2,31.1
39,306.0,720,120,840,0.0,0.0,17,42.5,36.4
40,225.0,720,120,840,0.0,0.0,13,31.2,26.8
41,159.0,720,120,840,0.0,0.0,10,22.1,18.9
42,116.0,720,120,840,0.0,0.0,8,16.1,13.8
43,166.0,720,120,840,0.0,0.0,11,23.1,19.8
44,174.0,720,120,840,0.0,0.0,12,24.2,20.7
45,150.0,720,120,840,0.0,0.0,11,20.8,17.9
46,164.0,720,120,840,0.0,0.0,11,22.8,19.5
47,200.0,720,120,840,0.0,0.0,13,27.8,23.8
48,217.0,720,120,840,0.0,0.0,14,30.1,25.8
49,264.0,720,120,840,0.0,0.0,16,36.7,31.4
50,228.0,720,120,840,0.0,0.0,14,31.7,27.1
51,267.0,720,120,840,0.0,0.0,17,37.1,31.8
52,264.0,720,120,840,0.0,0.0,17,36.7,31.4
53,287.0,720,120,840,0.0,0.0,18,39.9,34.2
54,216.0,720,120,840,0.0,0.0,14,30.0,25.7
55,211.0,720,120,840,0.0,0.0,14,29.3,25.1
56,221.0,720,120,840,0.0,0.0,14,30.7,26.3
57,187.0,720,120,840,0.0,0.0,12,26.0,22.3
58,310.0,720,120,840,0.0,0.0,20,43.1,36.9
59,264.0,720,120,840,0.0,0.0,17,36.7,31.4
60,322.0,720,120,840,0.0,0.0,19,44.7,38.3
61,337.0,720,120,840,0.0,0.0,20,46.8,40.1
62,332.0,720,120,840,0.0,0.0,21,46.1,39.5
63,332.0,720,120,840,0.0,0.0,21,46.1,39.5
64,323.0,720,120,840,0.0,0.0,21,44.9,38.5
65,242.0,720,120,840,0.0,0.0,16,33.6,28.8
66,309.0,720,120,840,0.0,0.0,22,42.9,36.8
67,319.0,720,120,840,0.0,0.0,21,44.3,38.0
68,335.0,720,120,840,0.0,0.0,22,46.5,39.9
69,255.0,720,120,840,0.0,0.0,17,35.4,30.4
70,263.0,720,120,840,0.0,0.0,17,36.5,31.3
71,274.0,720,120,840,0.0,0.0,17,38.1,32.6
72,297.0,720,120,840,0.0,0.0,19,41.2,35.4
73,251.0,720,120,840,0.0,0.0,16,34.9,29.9
74,277.0,720,120,840,0.0,0.0,18,38.5,33.0
75,206.0,720,120,840,0.0,0.0,13,28.6,24.5
76,419.0,720,120,840,0.0,0.0,27,58.2,49.9
77,422.0,720,120,840,0.0,0.0,26,58.6,50.2
78,298.0,720,120,840,0.0,0.0,19,41.4,35.5
79,449.0,720,120,840,0.0,0.0,29,62.4,53.5
80,430.0,720,120,840,0.0,0.0,28,59.7,51.2
81,443.0,720,120,840,0.0,0.0,27,61.5,52.7
82,474.0,720,120,840,0.0,0.0,30,65.8,56.4
83,296.0,720,120,840,0.0,0.0,19,41.1,35.2
84,323.0,720,120,840,0.0,0.0,21,44.9,38.5
85,285.0,720,120,840,0.0,0.0,19,39.6,33.9
86,311.0,720,120,840,0.0,0.0,20,43.2,37.0
87,251.0,720,120,840,0.0,0.0,18,34.9,29.9
88,330.0,720,120,840,0.0,0.0,22,45.8,39.3
89,314.0,720,120,840,0.0,0.0,20,43.6,37.4
90,494.0,720,120,840,0.0,0.0,32,68.6,58.8
91,479.0,720,120,840,0.0,0.0,29,66.5,57.0
92,431.0,720,120,840,0.0,0.0,27,59.9,51.3
93,425.0,720,120,840,0.0,0.0,27,59.0,50.6
