dia,ocupacion_modulos,capacidad_ordinaria_K,capacidad_extra_K_ext,capacidad_total,modulos_extra_usados,holgura_yt,n_sesiones,pct_ocupacion,pct_ocupacion_total
1,80.0,720,120,840,0.0,0.0,5,11.1,9.5
2,30.0,720,120,840,0.0,0.0,2,4.2,3.6
3,130.0,720,120,840,0.0,0.0,8,18.1,15.5
4,134.0,720,120,840,0.0,0.0,8,18.6,16.0
5,78.0,720,120,840,0.0,0.0,6,10.8,9.3
6,91.0,720,120,840,0.0,0.0,6,12.6,10.8
7,108.0,720,120,840,0.0,0.0,7,15.0,12.9
8,57.0,720,120,840,0.0,0.0,3,7.9,6.8
9,64.0,720,120,840,0.0,0.0,4,8.9,7.6
10,95.0,720,120,840,0.0,0.0,6,13.2,11.3
11,30.0,720,120,840,0.0,0.0,2,4.2,3.6
12,96.0,720,120,840,0.0,0.0,6,13.3,11.4
13,53.0,720,120,840,0.0,0.0,3,7.4,6.3
14,48.0,720,120,840,0.0,0.0,3,6.7,5.7
15,125.0,720,120,840,0.0,0.0,8,17.4,14.9
16,136.0,720,120,840,0.0,0.0,8,18.9,16.2
17,218.0,720,120,840,0.0,0.0,15,30.3,26.0
18,158.0,720,120,840,0.0,0.0,10,21.9,18.8
19,133.0,720,120,840,0.0,0.0,8,18.5,15.8
20,93.0,720,120,840,0.0,0.0,6,12.9,11.1
21,141.0,720,120,840,0.0,0.0,9,19.6,16.8
22,98.0,720,120,840,0.0,0.0,6,13.6,11.7
23,179.0,720,120,840,0.0,0.0,11,24.9,21.3
24,143.0,720,120,840,0.0,0.0,9,19.9,17.0
25,152.0,720,120,840,0.0,0.0,10,21.1,18.1
26,254.0,720,120,840,0.0,0.0,17,35.3,30.2
27,102.0,720,120,840,0.0,0.0,7,14.2,12.1
28,213.0,720,120,840,0.0,0.0,14,29.6,25.4
29,177.0,720,120,840,0.0,0.0,11,24.6,21.1
30,198.0,720,120,840,0.0,0.0,12,27.5,23.6
31,242.0,720,120,840,0.0,0.0,15,33.6,28.8
32,197.0,720,120,840,0.0,0.0,13,27.4,23.5
33,151.0,720,120,840,0.0,0.0,10,21.0,18.0
34,181.0,720,120,840,0.0,0.0,11,25.1,21.5
35,163.0,720,120,840,0.0,0.0,11,22.6,19.4
36,246.0,720,120,840,0.0,0.0,16,34.2,29.3
37,267.0,720,120,840,0.0,0.0,17,37.1,31.8
38,263.0,720,120,840,0.0,0.0,18,36.5,31.3
39,190.0,720,120,840,0.0,0.0,13,26.4,22.6
40,310.0,720,120,840,0.0,0.0,19,43.1,36.9
41,131.0,720,120,840,0.0,0.0,8,18.2,15.6
42,184.0,720,120,840,0.0,0.0,12,25.6,21.9
43,178.0,720,120,840,0.0,0.0,11,24.7,21.2
44,293.0,720,120,840,0.0,0.0,18,40.7,34.9
45,299.0,720,120,840,0.0,0.0,19,41.5,35.6
46,315.0,720,120,840,0.0,0.0,20,43.8,37.5
47,250.0,720,120,840,0.0,0.0,17,34.7,29.8
48,273.0,720,120,840,0.0,0.0,18,37.9,32.5
49,352.0,720,120,840,0.0,0.0,23,48.9,41.9
50,249.0,720,120,840,0.0,0.0,16,34.6,29.6
51,254.0,720,120,840,0.0,0.0,16,35.3,30.2
52,262.0,720,120,840,0.0,0.0,16,36.4,31.2
53,172.0,720,120,840,0.0,0.0,12,23.9,20.5
54,440.0,720,120,840,0.0,0.0,28,61.1,52.4
55,202.0,720,120,840,0.0,0.0,12,28.1,24.0
56,248.0,720,120,840,0.0,0.0,17,34.4,29.5
57,292.0,720,120,840,0.0,0.0,19,40.6,34.8
58,329.0,720,120,840,0.0,0.0,21,45.7,39.2
59,418.0,720,120,840,0.0,0.0,28,58.1,49.8
60,403.0,720,120,840,0.0,0.0,26,56.0,48.0
61,356.0,720,120,840,0.0,0.0,21,49.4,42.4
62,337.0,720,120,840,0.0,0.0,21,46.8,40.1
63,348.0,720,120,840,0.0,0.0,23,48.3,41.4
64,259.0,720,120,840,0.0,0.0,17,36.0,30.8
65,353.0,720,120,840,0.0,0.0,22,49.0,42.0
66,327.0,720,120,840,0.0,0.0,21,45.4,38.9
67,284.0,720,120,840,0.0,0.0,18,39.4,33.8
68,498.0,720,120,840,0.0,0.0,33,69.2,59.3
69,282.0,720,120,840,0.0,0.0,18,39.2,33.6
70,442.0,720,120,840,0.0,0.0,28,61.4,52.6
71,304.0,720,120,840,0.0,0.0,20,42.2,36.2
72,317.0,720,120,840,0.0,0.0,20,44.0,37.7
73,387.0,720,120,840,0.0,0.0,24,53.8,46.1
74,400.0,720,120,840,0.0,0.0,26,55.6,47.6
75,417.0,720,120,840,0.0,0.0,27,57.9,49.6
76,374.0,720,120,840,0.0,0.0,23,51.9,44.5
77,366.0,720,120,840,0.0,0.0,25,50.8,43.6
78,368.0,720,120,840,0.0,0.0,24,51.1,43.8
79,398.0,720,120,840,0.0,0.0,26,55.3,47.4
80,430.0,720,120,840,0.0,0.0,29,59.7,51.2
81,344.0,720,120,840,0.0,0.0,23,47.8,41.0
82,545.0,720,120,840,0.0,0.0,33,75.7,64.9
83,318.0,720,120,840,0.0,0.0,20,44.2,37.9
84,363.0,720,120,840,0.0,0.0,24,50.4,43.2
85,351.0,720,120,840,0.0,0.0,23,48.8,41.8
86,435.0,720,120,840,0.0,0.0,27,60.4,51.8
87,493.0,720,120,840,0.0,0.0,32,68.5,58.7
88,532.0,720,120,840,0.0,0.0,34,73.9,63.3
89,450.0,720,120,840,0.0,0.0,31,62.5,53.6
90,496.0,720,120,840,0.0,0.0,32,68.9,59.0
91,538.0,720,120,840,0.0,0.0,34,74.7,64.0
92,391.0,720,120,840,0.0,0.0,25,54.3,46.5
93,436.0,720,120,840,0.0,0.0,28,60.6,51.9
94,326.0,720,120,840,0.0,0.0,20,45.3,38.8
95,340.0,720,120,840,0.0,0.0,23,47.2,40.5
96,504.0,720,120,840,0.0,0.0,32,70.0,60.0
97,404.0,720,120,840,0.0,0.0,25,56.1,48.1
98,442.0,720,120,840,0.0,0.0,29,61.4,52.6
99,453.0,720,120,840,0.0,0.0,29,62.9,53.9
100,496.0,720,120,840,0.0,0.0,32,68.9,59.0
101,516.0,720,120,840,0.0,0.0,35,71.7,61.4
102,500.0,720,120,840,0.0,0.0,32,69.4,59.5
103,533.0,720,120,840,0.0,0.0,32,74.0,63.5
104,480.0,720,120,840,0.0,0.0,30,66.7,57.1
105,413.0,720,120,840,0.0,0.0,27,57.4,49.2
106,389.0,720,120,840,0.0,0.0,25,54.0,46.3
107,601.0,720,120,840,0.0,0.0,38,83.5,71.5
108,459.0,720,120,840,0.0,0.0,29,63.8,54.6
109,492.0,720,120,840,0.0,0.0,32,68.3,58.6
110,556.0,720,120,840,0.0,0.0,36,77.2,66.2
111,453.0,720,120,840,0.0,0.0,29,62.9,53.9
112,547.0,720,120,840,0.0,0.0,35,76.0,65.1
113,462.0,720,120,840,0.0,0.0,30,64.2,55.0
114,504.0,720,120,840,0.0,0.0,32,70.0,60.0
115,473.0,720,120,840,0.0,0.0,30,65.7,56.3
116,470.0,720,120,840,0.0,0.0,30,65.3,56.0
117,436.0,720,120,840,0.0,0.0,28,60.6,51.9
118,566.0,720,120,840,0.0,0.0,35,78.6,67.4
119,514.0,720,120,840,0.0,0.0,34,71.4,61.2
120,551.0,720,120,840,0.0,0.0,34,76.5,65.6
121,574.0,720,120,840,0.0,0.0,37,79.7,68.3
122,512.0,720,120,840,0.0,0.0,34,71.1,61.0
123,525.0,720,120,840,0.0,0.0,35,72.9,62.5
124,631.0,720,120,840,0.0,0.0,38,87.6,75.1
125,432.0,720,120,840,0.0,0.0,27,60.0,51.4
126,431.0,720,120,840,0.0,0.0,28,59.9,51.3
127,509.0,720,120,840,0.0,0.0,33,70.7,60.6
128,600.0,720,120,840,0.0,0.0,38,83.3,71.4
129,583.0,720,120,840,0.0,0.0,37,81.0,69.4
130,598.0,720,120,840,0.0,0.0,38,83.1,71.2
131,533.0,720,120,840,0.0,0.0,34,74.0,63.5
132,573.0,720,120,840,0.0,0.0,36,79.6,68.2
