day,kpi,label,n,min,max,mean,std,se,ci95_low,ci95_high
245,daily_avg_wait,Espera promedio diaria (mod),4,14.470588235294118,16.82051282051282,15.76880700998348,1.00802060201702,0.50401030100851,14.1650462321744,17.37256778779256
245,daily_max_wait,Espera maxima diaria (mod),4,32.0,36.0,34.25,2.0615528128088303,1.0307764064044151,30.970069474821152,37.52993052517885
245,daily_peak_chairs,Peak sillas,4,15.0,15.0,15.0,0.0,0.0,15.0,15.0
245,daily_peak_nurses,Peak enfermeria,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0
245,daily_peak_pharmacy,Peak farmacia,4,9.0,9.0,9.0,0.0,0.0,9.0,9.0
246,daily_sessions,Sesiones por dia,4,33.0,42.0,36.25,3.947573094109004,1.973786547054502,29.969411207272575,42.53058879272743
246,daily_unique_patients,Pacientes unicos por dia,4,33.0,42.0,36.25,3.947573094109004,1.973786547054502,29.969411207272575,42.53058879272743
246,daily_treatment_modules,Modulos tratamiento por dia,4,518.0,668.0,578.75,65.7945033165132,32.8972516582566,474.0709452234275,683.4290547765725
246,daily_extra_modules,Modulos extra por dia,4,0.0,38.0,9.5,19.0,9.5,-20.729,39.729
246,daily_avg_wait,Espera promedio diaria (mod),4,13.909090909090908,19.142857142857142,15.562987012987012,2.4088145837488626,1.2044072918744313,11.730563010242571,19.39541101573145
246,daily_max_wait,Espera maxima diaria (mod),4,32.0,38.0,33.75,2.8722813232690143,1.4361406616345072,29.180200414679,38.319799585321
246,daily_peak_chairs,Peak sillas,4,15.0,15.0,15.0,0.0,0.0,15.0,15.0
246,daily_peak_nurses,Peak enfermeria,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0
246,daily_peak_pharmacy,Peak farmacia,4,9.0,9.0,9.0,0.0,0.0,9.0,9.0
247,daily_sessions,Sesiones por dia,4,29.0,39.0,34.5,4.43471156521669,2.217355782608345,27.444373899740246,41.55562610025976
247,daily_unique_patients,Pacientes unicos por dia,4,29.0,39.0,34.5,4.43471156521669,2.217355782608345,27.444373899740246,41.55562610025976
247,daily_treatment_modules,Modulos tratamiento por dia,4,457.0,604.0,542.75,67.28731926101183,33.643659630505915,435.6958750557302,649.8041249442698
247,daily_extra_modules,Modulos extra por dia,4,0.0,9.0,2.25,4.5,2.25,-4.9094999999999995,9.4095
247,daily_avg_wait,Espera promedio diaria (mod),4,12.10344827586207,16.564102564102566,14.82802612112957,2.1127189684903915,1.0563594842451958,11.466690242261357,18.189361999997782
247,daily_max_wait,Espera maxima diaria (mod),4,23.0,35.0,31.0,5.477225575051661,2.7386127875258306,22.285734110092807,39.714265889907196
247,daily_peak_chairs,Peak sillas,4,15.0,15.0,15.0,0.0,0.0,15.0,15.0
247,daily_peak_nurses,Peak enfermeria,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0
247,daily_peak_pharmacy,Peak farmacia,4,9.0,9.0,9.0,0.0,0.0,9.0,9.0
248,daily_sessions,Sesiones por dia,4,25.0,44.0,31.75,8.539125638299666,4.269562819149833,18.164251109465233,45.33574889053477
248,daily_unique_patients,Pacientes unicos por dia,4,25.0,44.0,31.75,8.539125638299666,4.269562819149833,18.164251109465233,45.33574889053477
248,daily_treatment_modules,Modulos tratamiento por dia,4,386.0,677.0,497.5,129.20913280414817,64.60456640207408,291.9282697086003,703.0717302913997
248,daily_extra_modules,Modulos extra por dia,4,0.0,28.0,7.0,14.0,7.0,-15.274000000000001,29.274
248,daily_avg_wait,Espera promedio diaria (mod),4,10.12,18.113636363636363,13.082005267731073,3.7029431220803373,1.8514715610401686,7.190622760501257,18.97338777496089
248,daily_max_wait,Espera maxima diaria (mod),4,21.0,38.0,26.75,8.0156097709407,4.00780488547035,13.997164854433347,39.50283514556665
248,daily_peak_chairs,Peak sillas,4,15.0,15.0,15.0,0.0,0.0,15.0,15.0
248,daily_peak_nurses,Peak enfermeria,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0
248,daily_peak_pharmacy,Peak farmacia,4,9.0,9.0,9.0,0.0,0.0,9.0,9.0
249,daily_sessions,Sesiones por dia,4,36.0,40.0,38.75,1.8929694486000912,0.9464847243000456,35.738285607277255,41.761714392722745
249,daily_unique_patients,Pacientes unicos por dia,4,36.0,40.0,38.75,1.8929694486000912,0.9464847243000456,35.738285607277255,41.761714392722745
249,daily_treatment_modules,Modulos tratamiento por dia,4,569.0,633.0,599.75,31.063107807601394,15.531553903800697,550.3285954781062,649.1714045218938
249,daily_extra_modules,Modulos extra por dia,4,0.0,12.0,5.0,6.0,3.0,-4.545999999999999,14.546
249,daily_avg_wait,Espera promedio diaria (mod),4,15.11111111111111,17.275,16.39813034188034,0.9574207712877104,0.4787103856438552,14.874873894761592,17.921386788999087
249,daily_max_wait,Espera maxima diaria (mod),4,32.0,36.0,34.0,1.8257418583505538,0.9128709291752769,31.09524470336427,36.90475529663573
249,daily_peak_chairs,Peak sillas,4,15.0,15.0,15.0,0.0,0.0,15.0,15.0
249,daily_peak_nurses,Peak enfermeria,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0
249,daily_peak_pharmacy,Peak farmacia,4,9.0,9.0,9.0,0.0,0.0,9.0,9.0
250,daily_sessions,Sesiones por dia,4,33.0,44.0,38.5,5.32290647422377,2.661453237111885,30.03125579950998,46.96874420049002
250,daily_unique_patients,Pacientes unicos por dia,4,33.0,44.0,38.5,5.32290647422377,2.661453237111885,30.03125579950998,46.96874420049002
250,daily_treatment_modules,Modulos tratamiento por dia,4,531.0,700.0,610.5,79.76005683715795,39.88002841857897,483.6017495720817,737.3982504279182
250,daily_extra_modules,Modulos extra por dia,4,0.0,51.0,17.5,23.2163735324878,11.6081867662439,-19.43725029018809,54.43725029018809
250,daily_avg_wait,Espera promedio diaria (mod),4,14.757575757575758,19.09090909090909,16.657359307359307,2.076143824837803,1.0380719124189015,13.354214482042362,19.960504132676252
250,daily_max_wait,Espera maxima diaria (mod),4,32.0,39.0,35.25,2.9860788111948193,1.4930394055974097,30.499148611389042,40.000851388610954
250,daily_peak_chairs,Peak sillas,4,15.0,15.0,15.0,0.0,0.0,15.0,15.0
250,daily_peak_nurses,Peak enfermeria,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0
250,daily_peak_pharmacy,Peak farmacia,4,9.0,9.0,9.0,0.0,0.0,9.0,9.0
